| Movie_Id | Movie_Name                                                             | Movie_type | Release_Date | Rateing | Reviews | Movie_Runtime | Movie_Genre          | Movie_Plot                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | Metacritic        | Movie_Image                                                                                                                              | Movie_url                                            |
| 149      | Lolipop Gang                                                           | No Data    | 2024         | No Data | No Data | 1h 30m        | ['action', 'comedy'] | A dark comedy about a no name wanna be Rhode Island gangster by the name of Nick Sargenti and his goofy group of untalented misfits. The story focuses around a documentary filmmaker following Nick and is group of wannabe gangster's.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | No Data Metascore | https://m.media-amazon.com/images/M/MV5BY2I0MDhhOWMtMzYwNS00YTg3LTkyZWMtMzVmYjBiZTk5MDFiXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg   | https://www.imdb.com/title/tt9481630/?ref_=sr_i_149  |
| 150      | Youn'G                                                                 | No Data    | 2024         | 8.9     | 49      | No Data       | ['action', 'comedy'] | Youn'G is a coming-of-age dramedy about a teenage boy who, with the help of his close friends, fights for his true love while at the same time discovering his cool neighborhood mentor is his father. Youn'G finds his way through the craziness of life, friendships, and family...all in three days.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNDY0ZTMzMzctYjcwMi00Y2JiLWI3YjMtM2ZhYzYwZjFiMzA4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg   | https://www.imdb.com/title/tt10442852/?ref_=sr_i_150 |
| 151      | Taxi Bied 2                                                            | No Data    | 2024         | No Data | No Data | 1h 40m        | ['action', 'comedy'] | No Data                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | No Data Metascore | https://m.media-amazon.com/images/M/MV5BMjg3NmUwZjctNjJlMC00ODdkLTk5Y2UtNTdhYzEwZDY3NGM4XkEyXkFqcGc@._V1_QL75_UY207_CR34,0,140,207_.jpg  | https://www.imdb.com/title/tt33083842/?ref_=sr_i_151 |
| 152      | They're Here                                                           | No Data    | 2024         | No Data | No Data | 1h 14m        | ['action', 'comedy'] | A community of New Yorkers experiences close encounters with UFOs, prompting lifestyle changes as they grapple with the implications.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | No Data Metascore | https://m.media-amazon.com/images/M/MV5BZjE1OTExYzYtYTg0Yi00NGEwLTgyYzYtOGY1ZTg2M2IwNzBmXkEyXkFqcGc@._V1_QL75_UY207_CR34,0,140,207_.jpg  | https://www.imdb.com/title/tt32150467/?ref_=sr_i_152 |
| 153      | Bodyguard for Sweetheart                                               | No Data    | 2024         | No Data | No Data | 2h 7m         | ['action', 'comedy'] | A teenager from a wealthy family is about to be kidnapped. Her father does not trust the presumably corrupt security company and asks a friend to take over the job for a short time. He reluctantly agrees.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | No Data Metascore | https://m.media-amazon.com/images/M/MV5BYWMyNzQ3MmYtZGJhZS00M2M2LTljOGEtOGY1YjU5MjY0ZGYyXkEyXkFqcGc@._V1_QL75_UX140_CR0,21,140,207_.jpg  | https://www.imdb.com/title/tt32254400/?ref_=sr_i_153 |
| 154      | Nenu Keerthana                                                         | No Data    | 2024         | 9.0     | 2K      | 2h 35m        | ['action', 'comedy'] | EXPERIENCE THE POWER PACKED ACTION TOUCHING MULTI GENRE'S. OVERCOMING THE EVIL ACTS, HOW JOHNNY HELPS THE VILLAGE PEOPLE WITH BREATHTAKING HOOK DRIVES AUDIENCE OF CLASS AND MASS INTO ANOTHER WORLD                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNmMyMjAwNTgtNGViNi00YzFiLTgzYzQtODMyODQzYzcxZDA1XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg   | https://www.imdb.com/title/tt32130925/?ref_=sr_i_154 |
| 155      | No More Awesome Action Movies                                          | No Data    | 2024         | No Data | No Data | 1h 20m        | ['action', 'comedy'] | Hector Soberon, fakes his death in order to avoid his problems. It only complicates things when people find out he is still alive.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | No Data Metascore | https://m.media-amazon.com/images/M/MV5BODMxZDFhN2UtNmU5NS00MWM5LTk4Y2QtZWYxM2JkYjM4Yzk0XkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg   | https://www.imdb.com/title/tt32161271/?ref_=sr_i_155 |
| 156      | The Kills                                                              | No Data    | 2024         | 8.8     | 8       | 1h 10m        | ['action', 'comedy'] | A belligerent hit woman navigates a world of cutthroat killers as she attempts to get the money together to start a bar down in Mexico.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNzZmY2RlZjYtZjYzOC00MDcwLThhOWQtMzNiNjVhZTE1Y2Y3XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg   | https://www.imdb.com/title/tt31100533/?ref_=sr_i_156 |
| 157      | Uncanny Alley: A New Day                                               | No Data    | 2024         | No Data | No Data | 1h            | ['action', 'comedy'] | In a world where tech giant Adaptive Learning pushes controversial legislation, digital citizens face an imminent threat as radio waves threaten to erase their memories.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | No Data Metascore | https://m.media-amazon.com/images/M/MV5BZjM4YTczZjctZDMwYS00NDZjLWJiNzctMzQwYjgzOGMyMDFkXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg   | https://www.imdb.com/title/tt32986283/?ref_=sr_i_157 |
| 158      | Best Cop Ever                                                          | No Data    | 2024         | 4.4     | 48      | 2h 2m         | ['action', 'comedy'] | Two different movies are clashing, causing reality to fall into chaos. An immortal hero is leaving a path of destruction on a lighthearted world. It's now up to Ever to find him, and rebel against the higher powers that doomed them.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNWRjMTQ2YzQtYjUzNy00MTAxLTliNWQtMGQ0OGFjOGEwZWM5XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg   | https://www.imdb.com/title/tt32828584/?ref_=sr_i_158 |
| 159      | Weerya                                                                 | No Data    | 2024         | No Data | No Data | No Data       | ['action', 'comedy'] | No Data                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | No Data Metascore | https://m.media-amazon.com/images/M/MV5BYmU4Y2YxYjMtYTdlNS00ZTc5LTk3NGQtZTdkZDNmNTE2ZTRmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg   | https://www.imdb.com/title/tt9717004/?ref_=sr_i_159  |
| 160      | Combat Code: Hunt                                                      | No Data    | 2024         | 7.4     | 17      | 1h 16m        | ['action', 'comedy'] | A fencing athlete and aspiring soldier becomes entangled in a crisis involving his brother, manipulated by a sinister organization. This group triggers the "Code : Hunt" to eliminate a team accountable for the enigmatic murders.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | No Data Metascore | https://m.media-amazon.com/images/M/MV5BZjdmMDMwNzQtMWNkNS00NTk2LTkzMDAtMmFjZjZhNjg3MmY3XkEyXkFqcGc@._V1_QL75_UY207_CR160,0,140,207_.jpg | https://www.imdb.com/title/tt32119112/?ref_=sr_i_160 |
| 161      | Gintama the Movie 2D: Courtesan of the Nation Arc                      | No Data    | 2024         | No Data | No Data | 1h 49m        | ['action', 'comedy'] | No Data                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | No Data Metascore | No Data                                                                                                                                  | https://www.imdb.com/title/tt32550934/?ref_=sr_i_161 |
| 162      | Toughen Up                                                             | No Data    | 2024         | No Data | No Data | No Data       | ['action', 'comedy'] | A gay Black high-school drama teacher's ordinary life is shattered when he's forced to unleash his lethal skill set to unravel a sinister conspiracy, battling ruthless adversaries in a nonstop, action-packed pursuit of justice.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | No Data Metascore | No Data                                                                                                                                  | https://www.imdb.com/title/tt33323589/?ref_=sr_i_162 |
| 163      | Opasni shmatki                                                         | No Data    | 2024         | 5.1     | 18      | 1h 32m        | ['action', 'comedy'] | No Data                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | No Data Metascore | No Data                                                                                                                                  | https://www.imdb.com/title/tt32292858/?ref_=sr_i_163 |
| 164      | Happy Dragons                                                          | No Data    | 2024         | 4.9     | 9       | 1h 37m        | ['action', 'comedy'] | A retired secret agent happens across the mahjong collection of his late comrade-in-arms. He invites his three childhood friends to play, but when they start the game, they are sent on a real-life quest to find the "Golden Relic". The quest turns back time, making everyone young again. Determined to right some wrongs from the past during this journey, they deepen their friendship and learn new things along the way.                                                                                                                                                                                                                                                                                                                                                                                                                            | No Data Metascore | https://m.media-amazon.com/images/M/MV5BM2NjNDFmMGUtYjVlMC00NGM1LThlZjctM2ZmMzg0NTdkOTNjXkEyXkFqcGc@._V1_QL75_UY207_CR10,0,140,207_.jpg  | https://www.imdb.com/title/tt31261135/?ref_=sr_i_164 |
| 165      | The Puffins: Arctic Games                                              | No Data    | 2024         | No Data | No Data | No Data       | ['action', 'comedy'] | In peaceful Taigasville, the Puffins enjoy carefree days filled with arctic games, and even lazy Otto Von Walrus loves his picnics. But when a surprise snowstorm strikes, the Puffins must rally together to save their world. Otto included.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNGU5YWMyYTItYWYzMy00MDEzLTgxN2YtNDczOGE5NDNiMTVmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg   | https://www.imdb.com/title/tt30146574/?ref_=sr_i_165 |
| 166      | Woodland                                                               | No Data    | 2024         | No Data | No Data | No Data       | ['action', 'comedy'] | No Data                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | No Data Metascore | https://m.media-amazon.com/images/M/MV5BODVlMDA1YjctZDRiZC00MTA0LThmYjMtZGRjYzk5NzE2YzBmXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg   | https://www.imdb.com/title/tt35697659/?ref_=sr_i_166 |
| 167      | Bloods of Glasgow                                                      | No Data    | 2024         | No Data | No Data | 51m           | ['action', 'comedy'] | Glasgow, 1997. A city divided. Protestant or Catholic? Rangers or Celtic? For local gang member Chas Stones however, only one question matters. Oasis or Blur?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | No Data Metascore | https://m.media-amazon.com/images/M/MV5BMmZmYTljNDUtM2RkNS00MjI2LWE0M2EtMmJkZWEwNDdmZWZlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg   | https://www.imdb.com/title/tt32400006/?ref_=sr_i_167 |
| 168      | Sounds Like A Great Project!                                           | No Data    | 2024         | No Data | No Data | 1h 15m        | ['action', 'comedy'] | An aspiring filmmaker downloads an AI app that promises to create films instantly, but quickly realizes that the AI's imagination is excessively extravagant.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNmNiOWQxMjMtOWRkZC00OWMxLThlMDQtYjVlNDFhYTEwNWMwXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg   | https://www.imdb.com/title/tt30275493/?ref_=sr_i_168 |
| 169      | EP Break the Multiverse                                                | No Data    | 2024         | No Data | No Data | 1h 16m        | ['action', 'comedy'] | The EP team invents a machinima making device, but a malfunction brings characters from their past films into reality. Now, they must race against time to send them back before the sinister Entity_303 takes over their world.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | No Data Metascore | https://m.media-amazon.com/images/M/MV5BM2NkZTBhZmItZjQ2Zi00YWJmLWI1MzEtNDA0ZDA1ZjMzNzkyXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg   | https://www.imdb.com/title/tt29117986/?ref_=sr_i_169 |
| 170      | The Plush Series Movie 2 REMASTERED                                    | No Data    | 2024         | No Data | No Data | 43m           | ['action', 'comedy'] | In this remake of The Plush Series Movie 2: The Second One (2020) and sequel to The Plush Series Movie REMASTERED (2023) Mario finds his long lost brother Luigi, but things go wrong when Bowser and Kamek return and kidnap Mario and Shy Guy. Now it's up to Luigi, Ferris, and Yoshi to save them.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNWY1MjRmZGYtYzYzMy00YjA5LWEyM2MtMjlhYThiNjU3YWJlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg   | https://www.imdb.com/title/tt34992413/?ref_=sr_i_170 |
| 171      | Give Me Babies                                                         | No Data    | 2024         | 6.7     | 6       | 23m           | ['action', 'comedy'] | Give Me Babies follows an Indian-Chinese MMA fighter as she tries to escape mounting pressure from her family to start a family.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNDMwMzY0ZDEtZDQ3Ni00MWEzLTljZDUtOGRkZmEwZmU5MDBhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg   | https://www.imdb.com/title/tt32637137/?ref_=sr_i_171 |
| 172      | LA Minute                                                              | No Data    | 2024         | No Data | No Data | R             | ['action', 'comedy'] | Jack Cullison lead the cast of L.A Minute, an all-star crime drama/ dark comedy in which a regular guy steals the identity of a wealthy accountant only to later learn that he's actually impersonating a hitman. Lewis (Cullison) seems to have a run of bad luck. He allows others to treat him like a welcome mat. He eventually is fed up with his life. By a chance encounter he steals the identity of an accountant that seems to have it all, girls, cars, and money. Lewis later learns that it's not all its cracked up to be when he finds out that he is impersonating a hitman. By this time he's in too deep to get out and is blackmailed by Detective Garrison (Irwin) who forces him to continue playing the role or else. His buddy Benedict (Murphy) helps him on his journey.                                                             | No Data Metascore | No Data                                                                                                                                  | https://www.imdb.com/title/tt2756216/?ref_=sr_i_172  |
| 173      | Unidad 23: Recargada                                                   | No Data    | 2024         | No Data | No Data | No Data       | ['action', 'comedy'] | The Unit23 must protect young witnesses and solve a series of mysterious murders.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | No Data Metascore | https://m.media-amazon.com/images/M/MV5BMzAwNDQyOGYtMzI1NS00NDQ5LWI3ZGMtMzlkZGI1YzEyMzBjXkEyXkFqcGc@._V1_QL75_UX140_CR0,28,140,207_.jpg  | https://www.imdb.com/title/tt10303912/?ref_=sr_i_173 |
| 174      | Mahserin Üç Delisi                                                     | No Data    | 2024         | 5.9     | 15      | 1h 18m        | ['action', 'comedy'] | Three patients being treated for Social Phobia, Schizophrenia and Multiple Personality are mistaken for three criminals during a hospital transfer and kidnapped by a criminal organization.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNmQ0NjY5NzEtY2Q3YS00YTFjLWExMWQtNTRkMjIxNDI2Mjc5XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg   | https://www.imdb.com/title/tt8387526/?ref_=sr_i_174  |
| 175      | The Perfect Side Order                                                 | No Data    | 2024         | No Data | No Data | No Data       | ['action', 'comedy'] | Working at the smoke shop the guys make a bet on who can get the most numbers in a month. But once Jujuan granddaddy passed away, he is now faced with the most challenging task he has ever faced. "Responsibility"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNDliMDQ3YWYtOTVlMC00ODZlLTk4OTctZThkZDc3MmU3ZjlhXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg   | https://www.imdb.com/title/tt32732455/?ref_=sr_i_175 |
| 176      | ZombieCON Vol 1                                                        | No Data    | 2024         | No Data | No Data | No Data       | ['action', 'comedy'] | No Data                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNjQxYTJiMTItZTAwZS00MWM0LTk3ZTgtMzkzNzJhZTYxZDE5XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg   | https://www.imdb.com/title/tt33481705/?ref_=sr_i_176 |
| 177      | Wrong Number                                                           | No Data    | 2024         | No Data | No Data | No Data       | ['action', 'comedy'] | No Data                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | No Data Metascore | https://m.media-amazon.com/images/M/MV5BMDVlYTI1Y2ItZDM3Ny00N2Q0LTg1N2MtN2JmMWZiN2Q1ZjZkXkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg  | https://www.imdb.com/title/tt32799496/?ref_=sr_i_177 |
| 178      | Big Jon                                                                | No Data    | 2024         | No Data | No Data | No Data       | ['action', 'comedy'] | Two former friends from the Marine Corps must reconcile and settle their old feud to battle a corrupt property developer.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNmJjZDE0N2EtNGZkYy00M2U4LWExMjYtNjg5MzZkNGMyYzYwXkEyXkFqcGc@._V1_QL75_UY207_CR22,0,140,207_.jpg  | https://www.imdb.com/title/tt30494900/?ref_=sr_i_178 |
| 179      | Gally Gang Stars                                                       | No Data    | 2024         | 9.0     | 2K      | 2h 37m        | ['action', 'comedy'] | Gandhi an orphan leads his life doing all wrong things accompanied by his childhood friend Quarter. Gold Reddy a well known rowdy of that village causes more trouble to both Gandhi. Gandhi avenge Gold Reddy.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | No Data Metascore | https://m.media-amazon.com/images/M/MV5BMjZiMDUwZWEtNDEyNy00NWE5LTg4MTMtZWY0MGM3OTA4NjI1XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg   | https://www.imdb.com/title/tt27426266/?ref_=sr_i_179 |
| 180      | Kyle and the Last Emerald                                              | TV-PG      | 2024         | 5.6     | 17      | 20m           | ['action', 'comedy'] | After moving, Kyle meets a man who warns that evil people seek an emerald that could doom the world. Kyle and friends search for it to stop the villains.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | No Data Metascore | https://m.media-amazon.com/images/M/MV5BMTYxYzQ1MDgtMjM2MS00NjNkLThlODUtZWIxMzRkMzgzY2RkXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg   | https://www.imdb.com/title/tt27732267/?ref_=sr_i_180 |
| 181      | Sidequest!                                                             | No Data    | 2024         | No Data | No Data | 1h 20m        | ['action', 'comedy'] | Three friends Eddie, Paul and Patrick, who are bored with their jobs decide to build a blanket fort in their living room. Now trapped by the fantastical monsters created inside of the fort They devise a plan to tear down the fort.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | No Data Metascore | No Data                                                                                                                                  | https://www.imdb.com/title/tt35738569/?ref_=sr_i_181 |
| 182      | Bambara Wasanthe                                                       | No Data    | 2024         | No Data | No Data | 1h 41m        | ['action', 'comedy'] | Ishara, the only beautiful young daughter of an elderly wealthy plantation owner, Clifford, is attacked by extortionists. Clifford has to pay ransom money to save his daughter. However, when the ransom is paid, the police intervene and try to catch the extortionists, but they run away. Meanwhile, three young men are recruited for new jobs in the tea plantation. A love affair develops between one of the young men, the handsome Sameera, and Clifford's daughter Ishara. Greshan, the estate superintendent, who is strict about this, objects to it. He maintains a secret relationship with Clifford's young wife Sherin. Soon Sherin gets murdered and Ishara and Sameera tries to uncover the secrets behind the murder but then unexpectedly, Ishara gets kidnapped again, and its upto Sameera to solve all the mystries and save Ishara. | No Data Metascore | https://m.media-amazon.com/images/M/MV5BNTUyODk2ZjQtMzZjZi00YzE0LWE1NzAtM2UxZmQ1Nzc5MjJlXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg   | https://www.imdb.com/title/tt30272497/?ref_=sr_i_182 |
| 183      | Operation White Elephant                                               | No Data    | 2024         | No Data | No Data | 45m           | ['action', 'comedy'] | Two American secret agents must work together to infiltrate a suburban Christmas party, stop an exchange between undercover Soviet agents, and try not to kill each other in the process.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | No Data Metascore | https://m.media-amazon.com/images/M/MV5BMTFiMTAxMWQtNTdkYy00ZjZkLWI4ZDEtMzk5NDBkMTkyNDE2XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg   | https://www.imdb.com/title/tt35050083/?ref_=sr_i_183 |
| 184      | Manomani                                                               | No Data    | 2024         | No Data | No Data | No Data       | ['action', 'comedy'] | No Data                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | No Data Metascore | https://m.media-amazon.com/images/M/MV5BMmQ5MDU3NDItMGI5My00M2QzLThiMDItZGFhNDQxZTAyOTY3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg   | https://www.imdb.com/title/tt28787193/?ref_=sr_i_184 |
| 185      | Zen Fist                                                               | 16+        | 2024         | 7.2     | 8       | 45m           | ['action', 'comedy'] | After a nuclear war, societal norms collapse. Ken, a peacekeeper, battles lawlessness, haunted by his sister's death. Facing tyrannical rule, he embodies Zen, seeking to reform himself and his foes through training and resolve.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | No Data Metascore | https://m.media-amazon.com/images/M/MV5BOGQ2MzYxZDktYTQ0MS00YjBkLWJiMGItZGZlOTExZmE4ZjZiXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg   | https://www.imdb.com/title/tt31492821/?ref_=sr_i_185 |
